1.79517e+13   387.125
1.80205e+13   390.097
1.80896e+13   391.948
1.81589e+13   390.683
1.82284e+13   387.026
1.82983e+13   381.418
1.83684e+13   376.346
1.84388e+13   371.881
1.85094e+13   368.589
1.85803e+13   365.904
1.86515e+13   363.886
1.8723e+13   362.206
1.87947e+13   360.837
1.88667e+13   359.778
1.8939e+13   358.85
1.90116e+13   358.231
1.90844e+13   357.735
1.91575e+13   357.443
1.92309e+13   357.338
1.93046e+13   357.376
1.93786e+13   357.537
1.94528e+13   357.881
1.95274e+13   358.137
1.96022e+13   358.955
1.96773e+13   366.922
1.97527e+13   384.642
1.98284e+13   388.49
1.99043e+13   384.524
1.99806e+13   376.802
2.00571e+13   369.688
2.0134e+13   365.38
2.02111e+13   362.968
2.02886e+13   360.94
2.03663e+13   358.698
2.04443e+13   355.505
2.05227e+13   351.076
2.06013e+13   345.424
2.06802e+13   339.349
2.07595e+13   333.585
2.0839e+13   328.568
2.09188e+13   324.284
2.0999e+13   320.44
2.10794e+13   316.875
2.11602e+13   313.61
2.12413e+13   310.672
2.13227e+13   307.982
2.14044e+13   305.47
2.14864e+13   303.182
2.15687e+13   301.198
2.16513e+13   299.402
2.17343e+13   297.416
2.18176e+13   295.186
2.19011e+13   293.764
2.19851e+13   293.458
2.20693e+13   296.792
2.21538e+13   302.844
2.22387e+13   305.605
2.23239e+13   304.03
2.24095e+13   299.132
2.24953e+13   291.681
2.25815e+13   284.823
2.2668e+13   279.556
2.27549e+13   275.285
2.28421e+13   271.959
2.29296e+13   269.204
2.30174e+13   267.077
2.31056e+13   265.408
2.31941e+13   264.33
2.3283e+13   263.859
2.33722e+13   264.075
2.34618e+13   265.045
2.35517e+13   266.998
2.36419e+13   270.233
2.37325e+13   274.009
2.38234e+13   278.386
2.39147e+13   340.414
2.40063e+13   475.64
2.40983e+13   462.569
2.41906e+13   430.655
2.42833e+13   400.651
2.43763e+13   377.308
2.44697e+13   356.862
2.45635e+13   337.89
2.46576e+13   320.651
2.47521e+13   305.549
2.48469e+13   292.136
2.49421e+13   279.838
2.50377e+13   268.46
2.51336e+13   258.38
2.52299e+13   249.747
2.53266e+13   242.365
2.54236e+13   236.163
2.5521e+13   231.081
2.56188e+13   226.743
2.57169e+13   222.792
2.58155e+13   219.365
2.59144e+13   216.739
2.60137e+13   214.746
2.61133e+13   212.989
2.62134e+13   211.343
2.63138e+13   209.894
2.64146e+13   208.721
2.65158e+13   207.951
2.66174e+13   207.266
2.67194e+13   206.699
2.68218e+13   205.873
2.69246e+13   205.003
2.70277e+13   204.159
2.71313e+13   203.221
2.72352e+13   202.059
2.73396e+13   200.647
2.74443e+13   199.09
2.75495e+13   197.412
2.7655e+13   195.517
2.7761e+13   193.385
2.78673e+13   191.176
2.79741e+13   188.993
2.80813e+13   186.717
2.81889e+13   184.181
2.82969e+13   181.399
2.84053e+13   178.532
2.85141e+13   175.665
2.86234e+13   172.801
2.8733e+13   170.066
2.88431e+13   167.083
2.89536e+13   163.655
2.90646e+13   166.723
2.91759e+13   238.973
2.92877e+13   278.161
2.93999e+13   259.406
2.95126e+13   233.31
2.96256e+13   209.561
2.97392e+13   189.164
2.98531e+13   172.081
2.99675e+13   157.47
3.00823e+13   144.7
3.01975e+13   133.669
3.03132e+13   124.188
3.04294e+13   115.985
3.0546e+13   108.854
3.0663e+13   102.662
3.07805e+13   97.3517
3.08984e+13   92.9036
3.10168e+13   89.2788
3.11356e+13   86.3827
3.12549e+13   84.0787
3.13747e+13   82.2473
3.14949e+13   80.831
3.16156e+13   79.812
3.17367e+13   79.1482
3.18583e+13   78.7351
3.19804e+13   78.4288
3.21029e+13   78.1067
3.22259e+13   77.7222
3.23494e+13   77.3323
3.24733e+13   76.9901
3.25977e+13   76.8502
3.27226e+13   77.061
3.2848e+13   77.6289
3.29738e+13   78.6162
3.31002e+13   80.0029
3.3227e+13   81.7637
3.33543e+13   83.8572
3.34821e+13   86.2372
3.36104e+13   88.8663
3.37391e+13   91.6918
3.38684e+13   94.6606
3.39982e+13   97.6656
3.41284e+13   100.739
3.42592e+13   103.937
3.43905e+13   107.356
3.45222e+13   111.027
3.46545e+13   114.966
3.47873e+13   119.146
3.49205e+13   123.519
3.50543e+13   127.997
3.51886e+13   132.534
3.53235e+13   137.199
3.54588e+13   142.167
3.55947e+13   147.531
3.5731e+13   153.287
3.58679e+13   159.315
3.60054e+13   165.554
3.61433e+13   172.188
3.62818e+13   179.71
3.64208e+13   188.747
3.65603e+13   199.948
3.67004e+13   208.992
3.6841e+13   214.513
3.69822e+13   207.746
3.71239e+13   191.915
3.72661e+13   183.063
3.74089e+13   182.032
3.75522e+13   181.838
3.76961e+13   180.905
3.78405e+13   179.534
3.79855e+13   178.168
3.81311e+13   176.882
3.82771e+13   175.628
3.84238e+13   174.482
3.8571e+13   173.528
3.87188e+13   172.625
3.88671e+13   171.436
3.90161e+13   170.166
3.91655e+13   168.562
3.93156e+13   167.504
3.94662e+13   167.222
3.96174e+13   166.781
3.97692e+13   166.768
3.99216e+13   176.195
4.00746e+13   189.218
4.02281e+13   184.642
4.03822e+13   170.688
4.0537e+13   160.648
4.06923e+13   149.185
4.08482e+13   139.156
4.10047e+13   132.32
4.11618e+13   129.345
4.13195e+13   129.525
4.14778e+13   130.86
4.16367e+13   127.15
4.17962e+13   117.097
4.19564e+13   104.091
4.21171e+13   101.115
4.22785e+13   100.331
4.24405e+13   101.352
4.26031e+13   103.261
4.27663e+13   104.856
4.29302e+13   103.619
4.30947e+13   98.3552
4.32598e+13   94.737
